	index	raw_category	category	count	nyuId	nyu40id	eigen13id	nyuClass	nyu40class	eigen13class	ModelNet40	ModelNet10	ShapeNetCore55	synsetoffset	wnsynsetid	wnsynsetkey	mpcat40index	mpcat40	OpenSceneMatterport3D40Label	OpenSceneMatterport3D40Index	OpenSceneMatterport3D40Count	OpenSceneMatterport3D80Label	OpenSceneMatterport3D80Index	OpenSceneMatterport3D80Count	OpenSceneMatterport3D160Label	OpenSceneMatterport3D160Index	OpenSceneMatterport3D160Count
836	837	kitchen stuff	clutter	2		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
837	838	unkown object	object	2		40.0	7.0		otherprop	Objects					n00002684	object.n.01	39	objects		0	0		0	0		0	0
838	839	throne	throne	2	5.0	5.0	4.0	chair	chair	Chair	chair	chair	chair	3001627.0	n04429376	throne.n.01	3	chair	chair	7	1947	chair	7	1947	chair	7	1947
839	840	socket	socket	2		40.0	7.0		otherprop	Objects					n04255163	socket.n.02	39	objects		0	0		0	0		0	0
840	841	bathroom art	bathroom art	2		40.0	7.0		otherprop	Objects					n02743547	art.n.01	39	objects		0	0		0	0		0	0
841	842	night table	night table	2	19.0	7.0	10.0	table	table	Table	table	table	table	4379243.0	n04379243	table.n.02	5	table	table	12	691	table	12	691	table	12	691
842	843	display	display	2		40.0	7.0		otherprop	Objects					n03211117	display.n.06	22	tv_monitor		0	0		0	0		0	0
843	844	tabletop	tabletop	2	19.0	7.0	10.0	table	table	Table					n04381860	tabletop.n.01	39	objects	table	12	691	table	12	691	table	12	691
844	845	thrash bin	trash bin	2	307.0	40.0	7.0	bin	otherprop	Objects			trash_bin	2747177.0	n02747177	ashcan.n.01	39	objects		0	0	bin	69	37	bin	69	37
845	846	l shape sofa	l-shaped sofa	2	83.0	6.0	9.0	sofa	sofa	Sofa	sofa	sofa	sofa	4256520.0	n04256520	sofa.n.01	10	sofa	sofa	18	290	sofa	18	290	sofa	18	290
846	847	cardboard box	cardboard box	2	26.0	29.0	7.0	box	box	Objects							40	misc	box	30	172	box	30	172	box	30	172
847	848	wall borader	wall board	1	408.0	38.0	7.0	board	otherstructure	Objects							40	misc		0	0		0	0	board	110	15
848	849	kitchen appliances	kitchen appliance	1		40.0	7.0		otherprop	Objects					n03620052	kitchen_appliance.n.01	37	appliances		0	0		0	0		0	0
849	850	ceiling object	object	1		40.0	7.0		otherprop	Objects					n00002684	object.n.01	39	objects		0	0		0	0		0	0
850	851	wall hanging decoration	wall hanging decoration	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
851	852	stand / small table	stand/small table	1	19.0	7.0	10.0	table	table	Table	table	table	table	4379243.0	n04379243	table.n.02	5	table	table	12	691	table	12	691	table	12	691
852	853	kitchen ceiling	kitchen ceiling	1	4.0	22.0	3.0	ceiling	ceiling	Ceiling					n02990373	ceiling.n.01	17	ceiling	ceiling	3	2363	ceiling	3	2363	ceiling	3	2363
853	854	floor matt	floor mat	1	143.0	20.0	5.0	floor mat	floor mat	Floor					n03727837	mat.n.01	2	floor		0	0		0	0	floor mat	89	23
854	855	wall indent	wall indent	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
855	856	chairir	chair	1	5.0	5.0	4.0	chair	chair	Chair	chair	chair	chair	3001627.0	n03001627	chair.n.01	3	chair	chair	7	1947	chair	7	1947	chair	7	1947
856	857	window seat	window seat	1	777.0	38.0	7.0	window seat	otherstructure	Objects	bench		bench	2828884.0	n04590021	window_seat.n.01	34	seating		0	0		0	0		0	0
857	858	bike	bicycle	1	189.0	40.0	7.0	bicycle	otherprop	Objects			bicycle	2834778.0	n02834778	bicycle.n.01	39	objects		0	0		0	0		0	0
858	859	towels (rolled)	towel	1	135.0	27.0	7.0	towel	towel	Objects					n04459362	towel.n.01	20	towel	towel	15	437	towel	15	437	towel	15	437
859	860	wall \other oom	wall /otherroom	1	21.0	1.0	12.0	wall	wall	Wall					n04546855	wall.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
860	861	shower pipe	shower pipe	1	664.0	40.0	7.0	shower pipe	otherprop	Objects							40	misc		0	0		0	0		0	0
861	862	towel or curtain bar	towel/curtain bar	1	51.0	38.0	7.0	bar	otherstructure	Objects							40	misc		0	0		0	0	bar	124	10
862	863	shower glass	shower glass	1	612.0	38.0	7.0	glass	otherstructure	Objects							40	misc		0	0		0	0	glass	102	16
863	864	stone bench	stone bench	1	204.0	39.0	6.0	bench	otherfurniture	Furniture	bench		bench	2828884.0	n02828884	bench.n.01	34	seating	bench	33	154	bench	33	154	bench	33	154
864	865	window/other room	window /otherroom	1	59.0	9.0	13.0	window	window	Window					n04587648	window.n.01	9	window	window	6	2013	window	6	2013	window	6	2013
865	866	back splash sink	sink	1	24.0	34.0	7.0	sink	sink	Objects	sink				n04223580	sink.n.01	15	sink	sink	16	417	sink	16	417	sink	16	417
866	867	iron board	iron board	1	408.0	38.0	7.0	board	otherstructure	Objects							40	misc		0	0		0	0	board	110	15
867	868	computer equipment	computer equipment	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
868	869	shelf / cabinet	shelf/cabinet	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
869	870	stove door	stove door	1	28.0	8.0	12.0	door	door	Wall	door						40	misc	door	2	2544	door	2	2544	door	2	2544
870	871	door inside	door	1	28.0	8.0	12.0	door	door	Wall	door				n03221720	door.n.01	4	door	door	2	2544	door	2	2544	door	2	2544
871	872	unknown stove accessory	unknown stove accessory	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
872	873	circular sofa	circular sofa	1	83.0	6.0	9.0	sofa	sofa	Sofa	sofa	sofa	sofa	4256520.0	n04256520	sofa.n.01	10	sofa	sofa	18	290	sofa	18	290	sofa	18	290
873	874	dustpan	dustpan	1		40.0	7.0		otherprop	Objects					n03259009	dustpan.n.02	39	objects		0	0		0	0		0	0
874	875	bathroom door	door	1	28.0	8.0	12.0	door	door	Wall	door				n03221720	door.n.01	4	door	door	2	2544	door	2	2544	door	2	2544
875	876	paining	painting	1	64.0	11.0	8.0	picture	picture	Picture					n03876519	painting.n.01	39	objects	picture	5	2125	picture	5	2125	picture	5	2125
876	877	luggage	luggage	1	783.0	40.0	7.0	luggage	otherprop	Objects					n02774630	baggage.n.01	39	objects		0	0		0	0	luggage	156	5
877	878	dooframe	doorframe	1	615.0	38.0	7.0	door frame	otherstructure	Objects					n03222722	doorframe.n.01	4	door		0	0		0	0		0	0
878	879	outside wall	wall	2	21.0	1.0	12.0	wall	wall	Wall					n04546855	wall.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
879	880	alarm control	alarm control	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
880	881	oil lamp	oil lamp	1	144.0	35.0	7.0	lamp	lamp	Objects	lamp		lamp	3636649.0	n03636649	lamp.n.02	28	lighting	lamp	9	967	lamp	9	967	lamp	9	967
881	882	scaffolding	scaffolding	1		40.0	7.0		otherprop	Objects					n04141712	scaffolding.n.01	39	objects		0	0		0	0		0	0
882	883	bed light	bed light	1	62.0	38.0	7.0	light	otherstructure	Objects							40	misc		0	0		0	0	light	116	12
883	884	baluster	baluster	1	453.0	38.0	7.0	banister	otherstructure	Objects					n02783994	baluster.n.01	39	objects	banister	23	241	banister	23	241	banister	23	241
884	885	leg rest	leg rest	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
885	886	ceiling / upstairs room	ceiling /otheroom	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
886	887	tv cabinet	tv stand	1	291.0	39.0	6.0	tv stand	otherfurniture	Furniture	tv_stand				n03290653	entertainment_center.n.01	36	furniture		0	0	tv stand	76	32	tv stand	76	32
887	888	hole	hole	1		40.0	7.0		otherprop	Objects					n09304750	hole.n.05	39	objects		0	0		0	0		0	0
888	889	ping pong table	ping pong table	1	625.0	39.0	6.0	ping pong table	otherfurniture	Furniture	table	table	table	4379243.0	n04379243	table.n.02	5	table		0	0		0	0		0	0
889	890	hutch	hutch	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
890	891	low shelf	shelf	1	42.0	15.0	6.0	shelves	shelves	Furniture					n04190052	shelf.n.01	31	shelving	shelves	17	417	shelves	17	417	shelves	17	417
891	892	foliage	foliage	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
892	893	windows sill	window frame	1	59.0	9.0	13.0	window	window	Window					n04589593	window_frame.n.01	9	window	window	6	2013	window	6	2013	window	6	2013
893	894	toilet cistern	toilet	1	124.0	33.0	7.0	toilet	toilet	Objects	toilet	toilet			n04446276	toilet.n.01	18	toilet	toilet	21	268	toilet	21	268	toilet	21	268
894	895	stone circle	stone circle	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
895	896	bathroom  sink	sink	1	24.0	34.0	7.0	sink	sink	Objects	sink				n04223580	sink.n.01	15	sink	sink	16	417	sink	16	417	sink	16	417
896	897	record player	record player	1	220.0	40.0	7.0	machine	otherprop	Objects					n04064401	record_player.n.01	39	objects		0	0		0	0		0	0
897	898	table cushion	table cushion	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
898	899	power outlet	outlet	1		40.0	7.0		otherprop	Objects					n04548771	wall_socket.n.01	39	objects		0	0		0	0		0	0
899	900	machine	machine	1	220.0	40.0	7.0	machine	otherprop	Objects					n03699975	machine.n.01	39	objects		0	0		0	0		0	0
900	901	door post	doorpost	1		40.0	7.0		otherprop	Objects					n03222857	doorjamb.n.01	39	objects		0	0		0	0		0	0
901	902	briefcase	briefcase	1	617.0	40.0	7.0	briefcase	otherprop	Objects					n02900705	briefcase.n.01	39	objects		0	0		0	0		0	0
902	903	wall of doors	door	1	28.0	8.0	12.0	door	door	Wall	door				n03221720	door.n.01	4	door	door	2	2544	door	2	2544	door	2	2544
903	904	showe wall	shower wall	1	21.0	1.0	12.0	wall	wall	Wall					n04208936	shower.n.01	23	shower	wall	1	7667	wall	1	7667	wall	1	7667
904	905	door stand	door stand	1	50.0	39.0	6.0	stand	otherfurniture	Furniture							40	misc		0	0	stand	55	62	stand	55	62
905	906	energy box	energy box	1	26.0	29.0	7.0	box	box	Objects							40	misc	box	30	172	box	30	172	box	30	172
906	907	balcony floor	floor	1	11.0	2.0	5.0	floor	floor	Floor					n03365592	floor.n.01	2	floor	floor	4	2252	floor	4	2252	floor	4	2252
907	908	bean bag	beanbag	1	797.0	39.0	6.0	bean bag	otherfurniture	Furniture					n02816656	beanbag.n.01	3	chair		0	0		0	0		0	0
908	909	kitchen extractor	kitchen extractor	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
909	910	toilet bin	toilet bin	1	307.0	40.0	7.0	bin	otherprop	Objects							40	misc		0	0	bin	69	37	bin	69	37
910	911	wall in other room	wall /otherroom	1	21.0	1.0	12.0	wall	wall	Wall					n04546855	wall.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
911	912	plumbing	plumbing	1		40.0	7.0		otherprop	Objects					n03969041	plumbing.n.01	39	objects		0	0		0	0		0	0
912	913	moose head / sculpture / hunting trophy	moose head/sculpture/hunting trophy	1	547.0	40.0	7.0	trophy	otherprop	Objects							40	misc		0	0		0	0		0	0
913	914	ceiling dome	ceiling dome	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
914	915	cabinet counter	cabinet counter	1	7.0	12.0	6.0	counter	counter	Furniture							40	misc	counter	32	159	counter	32	159	counter	32	159
915	916	cabinet \other room	cabinet /otherroom	1	3.0	3.0	6.0	cabinet	cabinet	Furniture			cabinet	2933112.0	n02933112	cabinet.n.01	7	cabinet	cabinet	10	785	cabinet	10	785	cabinet	10	785
916	917	flowerbed	flowerbed	1	157.0	4.0	1.0	bed	bed	Bed	bed	bed			n03368352	flowerbed.n.01	39	objects	bed	19	270	bed	19	270	bed	19	270
917	918	paingitn	painting	1	64.0	11.0	8.0	picture	picture	Picture					n03876519	painting.n.01	39	objects	picture	5	2125	picture	5	2125	picture	5	2125
918	919	bed headboard	headboard	1	161.0	39.0	6.0	headboard	otherfurniture	Furniture					n03502200	headboard.n.01	11	bed		0	0	headboard	79	33	headboard	79	33
919	920	antique clock	antique clock	1	56.0	40.0	7.0	clock	otherprop	Objects			clock	3046257.0	n03046257	clock.n.01	39	objects		0	0	clock	64	47	clock	64	47
920	921	rocks	rock	1		40.0	7.0		otherprop	Objects					n09416076	rock.n.01	39	objects		0	0		0	0		0	0
921	922	shower caddy for soap etc.	shower caddy	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
922	923	window / frame	window frame	1	59.0	9.0	13.0	window	window	Window					n04589593	window_frame.n.01	9	window	window	6	2013	window	6	2013	window	6	2013
923	924	media console	media console	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
924	925	cloths	cloth	1		40.0	7.0		otherprop	Objects					n03309808	fabric.n.01	39	objects		0	0		0	0		0	0
925	926	vaccum cleaner	vacuum cleaner	1	306.0	40.0	7.0	vacuum cleaner	otherprop	Objects					n04517823	vacuum.n.04	37	appliances		0	0		0	0		0	0
926	927	door frame fireplace wall	door frame	1	28.0	8.0	12.0	door	door	Wall	door				n03221720	door.n.01	4	door	door	2	2544	door	2	2544	door	2	2544
927	928	fruit dish	fruit dish	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
928	929	risers for theater seating	risers for theater seating	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
929	930	interior bathroom wall	wall	1	21.0	1.0	12.0	wall	wall	Wall					n04546855	wall.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
930	931	hall wall	wall	1	21.0	1.0	12.0	wall	wall	Wall					n04546855	wall.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
931	932	drawer sink table	drawer sink table	1	19.0	7.0	10.0	table	table	Table	table	table	table	4379243.0	n04379243	table.n.02	5	table	table	12	691	table	12	691	table	12	691
932	933	keyboard piano	keyboard piano	1	298.0	39.0	6.0	piano	otherfurniture	Furniture	piano		piano	3928116.0	n03928116	piano.n.01	39	objects		0	0		0	0	piano	109	15
933	934	tree branch	tree branch	1		40.0	7.0		otherprop	Objects					n13163803	limb.n.02	39	objects		0	0		0	0		0	0
934	935	tiled floor	tiled floor	1	11.0	2.0	5.0	floor	floor	Floor							40	misc	floor	4	2252	floor	4	2252	floor	4	2252
935	936	ceiling bedroom	ceiling bedroom	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
936	937	chandellier	chandelier	1	342.0	38.0	7.0	chandelier	otherstructure	Objects					n03005285	chandelier.n.01	28	lighting		0	0	chandelier	62	48	chandelier	62	48
937	938	ceilin	ceiling	1	4.0	22.0	3.0	ceiling	ceiling	Ceiling					n02990373	ceiling.n.01	17	ceiling	ceiling	3	2363	ceiling	3	2363	ceiling	3	2363
938	939	hearst	hearst	1		40.0	7.0		otherprop	Objects					n11037278	hearst.n.01	39	objects		0	0		0	0		0	0
939	940	random wall	wall	1	21.0	1.0	12.0	wall	wall	Wall					n04546855	wall.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
940	941	condiments	condiment	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
941	942	shelf cubbies	shelf cubby	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
942	943	book display	book display	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
943	944	endtable	end table	1	19.0	7.0	10.0	table	table	Table	table	table	table	4379243.0	n04379243	table.n.02	5	table	table	12	691	table	12	691	table	12	691
944	945	antique telephone	antique telephone	1	32.0	40.0	7.0	telephone	otherprop	Objects			telephone	4401088.0	n04401088	telephone.n.01	39	objects		0	0		0	0	telephone	91	21
945	946	clothes rack	clothes rack	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
946	947	doore	door	1	28.0	8.0	12.0	door	door	Wall	door				n03221720	door.n.01	4	door	door	2	2544	door	2	2544	door	2	2544
947	948	heater piping	heater piping	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
948	949	tissue box stand	tissue box stand	1	50.0	39.0	6.0	stand	otherfurniture	Furniture							40	misc		0	0	stand	55	62	stand	55	62
949	950	utencils	utensil	1	267.0	40.0	7.0	utensil	otherprop	Objects					n04516672	utensil.n.01	39	objects		0	0		0	0	utensil	132	8
950	951	foodtray	food tray	1	179.0	40.0	7.0	tray	otherprop	Objects					n04476259	tray.n.01	39	objects		0	0		0	0	tray	125	10
951	952	shelves /otherroom	shelves /otherroom	1	42.0	15.0	6.0	shelves	shelves	Furniture							40	misc	shelves	17	417	shelves	17	417	shelves	17	417
952	953	cailing	ceiling	1	4.0	22.0	3.0	ceiling	ceiling	Ceiling					n02990373	ceiling.n.01	17	ceiling	ceiling	3	2363	ceiling	3	2363	ceiling	3	2363
953	954	cluttered chair	chair	1	5.0	5.0	4.0	chair	chair	Chair	chair	chair	chair	3001627.0	n03001627	chair.n.01	3	chair	chair	7	1947	chair	7	1947	chair	7	1947
954	955	countertop object	object	1		40.0	7.0		otherprop	Objects					n00002684	object.n.01	39	objects		0	0		0	0		0	0
955	956	art frames	art frame	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
956	957	soap bottle	soap bottle	1	2.0	40.0	7.0	bottle	otherprop	Objects	bottle		bottle	2876657.0	n02876657	bottle.n.01	39	objects		0	0	bottle	49	101	bottle	49	101
957	958	small wall	wall	1	21.0	1.0	12.0	wall	wall	Wall					n04546855	wall.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
958	959	watch	watch	1	384.0	40.0	7.0	watch	otherprop	Objects					n04555897	watch.n.01	39	objects		0	0		0	0		0	0
959	960	ceil	rail	1	497.0	38.0	7.0	railing	otherstructure	Objects					n04047401	railing.n.01	30	railing		0	0	railing	44	83	railing	44	83
960	961	fuse box	fuse box	1	26.0	29.0	7.0	box	box	Objects							40	misc	box	30	172	box	30	172	box	30	172
961	962	painting board	painting	1	64.0	11.0	8.0	picture	picture	Picture					n03876519	painting.n.01	39	objects	picture	5	2125	picture	5	2125	picture	5	2125
962	963	door locker handle	door locker handle	1	758.0	40.0	7.0	handle	otherprop	Objects							40	misc		0	0		0	0	handle	93	20
963	964	box with clutter	box	1	26.0	29.0	7.0	box	box	Objects					n02883344	box.n.01	39	objects	box	30	172	box	30	172	box	30	172
964	965	knive holder	knife holder	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
965	966	computer mouse	computer mouse	1	103.0	40.0	7.0	mouse	otherprop	Objects					n03793489	mouse.n.04	39	objects		0	0		0	0		0	0
966	967	mirror / other room	mirror /otherroom	1	122.0	19.0	7.0	mirror	mirror	Objects					n03773035	mirror.n.01	21	mirror	mirror	14	488	mirror	14	488	mirror	14	488
967	968	door back side	door	1	28.0	8.0	12.0	door	door	Wall	door				n03221720	door.n.01	4	door	door	2	2544	door	2	2544	door	2	2544
968	969	ceiling bath	ceiling bath	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
969	970	chandelier?	chandelier	1	342.0	38.0	7.0	chandelier	otherstructure	Objects					n03005285	chandelier.n.01	28	lighting		0	0	chandelier	62	48	chandelier	62	48
970	971	table tray	table tray	1	179.0	40.0	7.0	tray	otherprop	Objects							40	misc		0	0		0	0	tray	125	10
971	972	aquarium	aquarium	1	263.0	40.0	7.0	vessel	otherprop	Objects					n02732072	aquarium.n.01	40	misc		0	0		0	0		0	0
972	973	wheelbarrow	wheelbarrow	1	305.0	40.0	7.0	cart	otherprop	Objects					n02797295	barrow.n.03	39	objects		0	0		0	0		0	0
973	974	curtain rail	curtain rail	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
974	975	rods / table	rods/table	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
975	976	counter /otherroom	counter /otherroom	1	7.0	12.0	6.0	counter	counter	Furniture	table	table	table	4379243.0	n03116530	counter.n.01	26	counter	counter	32	159	counter	32	159	counter	32	159
976	977	gable	gable	1	21.0	1.0	12.0	wall	wall	Wall					n03409393	gable.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
977	978	bothroom wall	wall	1	21.0	1.0	12.0	wall	wall	Wall					n04546855	wall.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
978	979	balustrade	balustrade	1	453.0	38.0	7.0	banister	otherstructure	Objects					n02788148	bannister.n.02	30	railing	banister	23	241	banister	23	241	banister	23	241
979	980	bathroom	bathroom	1		40.0	7.0		otherprop	Objects	toilet	toilet					40	misc		0	0		0	0		0	0
980	981	three	three	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
981	982	handcloth	hand cloth	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
982	983	wall curved	wall	1	21.0	1.0	12.0	wall	wall	Wall					n04546855	wall.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
983	984	teapoy	coffee table	1	356.0	39.0	6.0	coffee table	otherfurniture	Furniture	table	table	table	4379243.0	n03063968	coffee_table.n.01	5	table	coffee table	31	159	coffee table	31	159	coffee table	31	159
984	985	table with clutter	table	1	19.0	7.0	10.0	table	table	Table	table	table	table	4379243.0	n04379243	table.n.02	5	table	table	12	691	table	12	691	table	12	691
985	986	back door	door	1	28.0	8.0	12.0	door	door	Wall	door				n03221720	door.n.01	4	door	door	2	2544	door	2	2544	door	2	2544
986	987	rocky ground	rocky ground	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
987	988	doormat	doormat	2	143.0	20.0	5.0	floor mat	floor mat	Floor					n03223299	doormat.n.02	2	floor		0	0		0	0	floor mat	89	23
988	989	backrest	backrest	1	5.0	5.0	4.0	chair	chair	Chair					n02767433	back.n.08	39	objects	chair	7	1947	chair	7	1947	chair	7	1947
989	990	cabinet with desk	cabinet	1	3.0	3.0	6.0	cabinet	cabinet	Furniture			cabinet	2933112.0	n02933112	cabinet.n.01	7	cabinet	cabinet	10	785	cabinet	10	785	cabinet	10	785
990	991	faucet handles	faucet	1	9.0	40.0	7.0	faucet	otherprop	Objects			faucet	3325088.0	n03325088	faucet.n.01	39	objects	faucet	40	97	faucet	40	97	faucet	40	97
991	992	floor trim	floor trim	1	868.0	38.0	7.0	floor trim	otherstructure	Objects							40	misc		0	0		0	0		0	0
992	993	toilet sliding door	toilet sliding door	1	28.0	8.0	12.0	door	door	Wall	door						40	misc	door	2	2544	door	2	2544	door	2	2544
993	994	gym stuff	gym equipment	1	457.0	39.0	6.0	excercise equipment	otherfurniture	Furniture					n04285146	sports_equipment.n.01	33	gym_equipment		0	0		0	0	excercise equipment	113	14
994	995	clothes container	clothes container	1	140.0	40.0	7.0	container	otherprop	Objects							40	misc		0	0	container	57	59	container	57	59
995	996	basketball hoop	basketball hoop	1	162.0	40.0	7.0	basketball hoop	otherprop	Objects					n02802215	basket.n.03	33	gym_equipment		0	0		0	0		0	0
996	997	cooktop	stovetop	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
997	998	both tub	bathtub	1	136.0	36.0	7.0	bathtub	bathtub	Objects	bathtub	bathtub	tub	2808440.0	n02808440	bathtub.n.01	25	bathtub	bathtub	37	121	bathtub	37	121	bathtub	37	121
998	999	fireplace heart	fireplace	1	372.0	38.0	7.0	fireplace	otherstructure	Objects					n03346455	fireplace.n.01	27	fireplace	fireplace	35	128	fireplace	35	128	fireplace	35	128
999	1000	spice racks	spice rack	1	241.0	38.0	7.0	spice rack	otherstructure	Objects					n04275175	spice_rack.n.01	31	shelving		0	0		0	0		0	0
1000	1001	wall fireplace	wall	1	21.0	1.0	12.0	wall	wall	Wall					n04546855	wall.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
1001	1002	cabinet /w cluttered art	cabinet /w cluttered art	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1002	1003	inside wall	wall	1	21.0	1.0	12.0	wall	wall	Wall					n04546855	wall.n.01	1	wall	wall	1	7667	wall	1	7667	wall	1	7667
1003	1004	transformer	transformer	1		40.0	7.0		otherprop	Objects					n04471315	transformer.n.01	39	objects		0	0		0	0		0	0
1004	1005	wall light	wall lamp	1	144.0	35.0	7.0	lamp	lamp	Objects	lamp		lamp	3636649.0	n03636649	lamp.n.02	28	lighting	lamp	9	967	lamp	9	967	lamp	9	967
1005	1006	bathroom shelf	bathroom shelf	1	42.0	15.0	6.0	shelves	shelves	Furniture					n04190052	shelf.n.01	31	shelving	shelves	17	417	shelves	17	417	shelves	17	417
1006	1007	glass french door	door	1	28.0	8.0	12.0	door	door	Wall	door				n03221720	door.n.01	4	door	door	2	2544	door	2	2544	door	2	2544
1007	1008	lamp / other room	lamp /otherroom	1	144.0	35.0	7.0	lamp	lamp	Objects	lamp		lamp	3636649.0	n03636649	lamp.n.02	28	lighting	lamp	9	967	lamp	9	967	lamp	9	967
1008	1009	picutre	picture	1	64.0	11.0	8.0	picture	picture	Picture					n03931044	picture.n.01	6	picture	picture	5	2125	picture	5	2125	picture	5	2125
1009	1010	gift	gift	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1010	1011	mirror door	mirror door	1	28.0	8.0	12.0	door	door	Wall	door						40	misc	door	2	2544	door	2	2544	door	2	2544
1011	1012	deorative object	decoration	1		40.0	7.0		otherprop	Objects					n03169390	decoration.n.01	39	objects		0	0		0	0		0	0
1012	1013	ceiling door	ceiling door	1	28.0	8.0	12.0	door	door	Wall	door						40	misc	door	2	2544	door	2	2544	door	2	2544
1013	1014	stack of papers	stack of papers	1	483.0	40.0	7.0	papers	otherprop	Objects							40	misc		0	0		0	0		0	0
1014	1015	holy cross	holy cross	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1015	1016	door window	door window	1	59.0	9.0	13.0	window	window	Window							40	misc	window	6	2013	window	6	2013	window	6	2013
1016	1017	computer screen	monitor	1	49.0	40.0	7.0	monitor	otherprop	Objects	monitor	monitor	tv or monitor	3211117.0	n03782190	monitor.n.04	22	tv_monitor		0	0	monitor	54	60	monitor	54	60
1017	1018	while bottles	bottle	1	2.0	40.0	7.0	bottle	otherprop	Objects	bottle		bottle	2876657.0	n02876657	bottle.n.01	39	objects		0	0	bottle	49	101	bottle	49	101
1018	1019	arcade game	arcade game	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1019	1020	unknown - probably part of trellis -- maybe blinds	unknown - probably part of trellis -- maybe blinds	1	80.0	13.0	13.0	blinds	blinds	Window							40	misc		0	0	blinds	72	36	blinds	72	36
1020	1021	compound wall	compound wall	1	21.0	1.0	12.0	wall	wall	Wall							40	misc	wall	1	7667	wall	1	7667	wall	1	7667
1021	1022	lamps	lamp	1	144.0	35.0	7.0	lamp	lamp	Objects	lamp		lamp	3636649.0	n03636649	lamp.n.02	28	lighting	lamp	9	967	lamp	9	967	lamp	9	967
1022	1023	plug	plug	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1023	1024	round cushion	round cushion	1		40.0	7.0		otherprop	Objects							40	misc		0	0		0	0		0	0
1024	1025	ceiling frame	molding	1		38.0	7.0		otherstructure	Objects					n02800354	baseboard.n.01	1	wall		0	0		0	0		0	0
1025	1026	magazine	magazine	1	71.0	40.0	7.0	magazine	otherprop	Objects					n06595351	magazine.n.01	39	objects		0	0		0	0		0	0
1026	1027	stair case	staircase	1	215.0	38.0	7.0	stairs	otherstructure	Objects					n04298308	stairway.n.01	16	stairs	stairs	24	241	stairs	24	241	stairs	24	241
1027	1028	rolling pin	rolling pin	1	267.0	40.0	7.0	utensil	otherprop	Objects					n04103206	rolling_pin.n.01	39	objects		0	0		0	0	utensil	132	8
